"Chr","identity_NCBI","tx","gene","pr","identity_Zijun","identity"
"NC_050477.1","mRNA","XM_036294048.1","LOC105829471","XP_036149941.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294049.1","LOC118647950","XP_036149942.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294050.1","LOC105833604","XP_036149943.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294051.1","LOC105833825","XP_036149944.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294052.1","LOC105829474","XP_036149945.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294053.1","LOC105839275","XP_036149946.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294054.1","LOC105839275","XP_036149947.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294055.1","LOC105837214","XP_036149948.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294056.1","LOC105840029","XP_036149949.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294057.1","LOC105840029","XP_036149950.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294058.1","LOC105840029","XP_036149951.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294059.1","LOC118647954","XP_036149952.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294060.1","LOC118647954","XP_036149953.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294061.1","LOC105839325","XP_036149954.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294062.1","LOC105829538","XP_036149955.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294063.1","LOC105838894","XP_036149956.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294064.1","LOC118647955","XP_036149957.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294065.1","LOC105839631","XP_036149958.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294066.1","LOC105840146","XP_036149959.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294067.1","LOC105840146","XP_036149960.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294068.1","LOC105840146","XP_036149961.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294069.1","LOC105840149","XP_036149962.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294070.1","LOC105840149","XP_036149963.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294071.1","LOC105832237","XP_036149964.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294072.1","LOC118647956","XP_036149965.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294073.1","LOC105837225","XP_036149966.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294074.1","LOC105834454","XP_036149967.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294075.1","LOC105834456","XP_036149968.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294076.1","LOC105830501","XP_036149969.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294077.1","LOC105830501","XP_036149970.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294078.1","LOC105830501","XP_036149971.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294079.1","LOC105834006","XP_036149972.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294080.1","LOC105834006","XP_036149973.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294081.1","LOC105834006","XP_036149974.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294082.1","LOC105834006","XP_036149975.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294083.1","LOC105833998","XP_036149976.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294084.1","LOC105838794","XP_036149977.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294085.1","LOC105838794","XP_036149978.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294086.1","LOC105838794","XP_036149979.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294087.1","LOC114253858","XP_036149980.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294088.1","LOC105833997","XP_036149981.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294089.1","LOC105830169","XP_036149982.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294090.1","LOC105830169","XP_036149983.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294091.1","LOC105830169","XP_036149984.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294092.1","LOC105839408","XP_036149985.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294093.1","LOC105840386","XP_036149986.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294094.1","LOC118647960","XP_036149987.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294095.1","LOC118644192","XP_036149988.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294096.1","LOC118644192","XP_036149989.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294097.1","LOC118647962","XP_036149990.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294098.1","LOC118647962","XP_036149991.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294099.1","LOC118644193","XP_036149992.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294100.1","LOC118644193","XP_036149993.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294101.1","LOC118647963","XP_036149994.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294102.1","LOC118647964","XP_036149995.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294103.1","LOC118647964","XP_036149996.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294104.1","LOC118647965","XP_036149997.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294105.1","LOC118647965","XP_036149998.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294106.1","LOC105832346","XP_036149999.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294107.1","LOC105832346","XP_036150000.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294108.1","LOC118647966","XP_036150001.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294109.1","LOC118647966","XP_036150002.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294110.1","LOC105832350","XP_036150003.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294111.1","LOC118647967","XP_036150004.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294112.1","LOC105836639","XP_036150005.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294113.1","LOC105840390","XP_036150006.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294114.1","LOC105833539","XP_036150007.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294115.1","LOC105833539","XP_036150008.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294116.1","LOC105833539","XP_036150009.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294117.1","LOC105833539","XP_036150010.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294118.1","LOC105833539","XP_036150011.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294119.1","LOC105833539","XP_036150012.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294120.1","LOC105834152","XP_036150013.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294121.1","LOC105840364","XP_036150014.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294122.1","LOC105840364","XP_036150015.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294123.1","LOC105839714","XP_036150016.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294124.1","LOC105839711","XP_036150017.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294125.1","LOC105839711","XP_036150018.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294126.1","LOC118647971","XP_036150019.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294127.1","LOC105839270","XP_036150020.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294128.1","LOC105839270","XP_036150021.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294129.1","LOC105839272","XP_036150022.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294130.1","LOC105827765","XP_036150023.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294131.1","LOC105827765","XP_036150024.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294132.1","LOC105827765","XP_036150025.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294133.1","LOC105827765","XP_036150026.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294134.1","LOC105827765","XP_036150027.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294135.1","LOC105835871","XP_036150028.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294136.1","LOC105835871","XP_036150029.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294137.1","LOC105835871","XP_036150030.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294138.1","LOC105835871","XP_036150031.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294139.1","LOC105827915","XP_036150032.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294140.1","LOC105833186","XP_036150033.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294141.1","LOC105833189","XP_036150034.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294142.1","LOC105837332","XP_036150035.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294143.1","LOC105828155","XP_036150036.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294144.1","LOC105828154","XP_036150037.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294145.1","LOC105832981","XP_036150038.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294146.1","LOC105832981","XP_036150039.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294147.1","LOC118647973","XP_036150040.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294148.1","LOC105838816","XP_036150041.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294149.1","LOC105838816","XP_036150042.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294150.1","LOC105838816","XP_036150043.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294151.1","LOC105838816","XP_036150044.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294152.1","LOC105838816","XP_036150045.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294153.1","LOC105833506","XP_036150046.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294154.1","LOC105833506","XP_036150047.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294155.1","LOC105833506","XP_036150048.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294156.1","LOC105833506","XP_036150049.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294157.1","LOC105834353","XP_036150050.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294158.1","LOC105834159","XP_036150051.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294159.1","LOC118644055","XP_036150052.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294160.1","LOC105834161","XP_036150053.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294161.1","LOC114253709","XP_036150054.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294162.1","LOC114253709","XP_036150055.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294163.1","LOC114253709","XP_036150056.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294164.1","LOC105836396","XP_036150057.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294165.1","LOC105836396","XP_036150058.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294166.1","LOC105836396","XP_036150059.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294167.1","LOC105836396","XP_036150060.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294168.1","LOC105836396","XP_036150061.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294169.1","LOC118644195","XP_036150062.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294170.1","LOC118644195","XP_036150063.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294171.1","LOC118647976","XP_036150064.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294172.1","LOC118647976","XP_036150065.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294173.1","LOC105832308","XP_036150066.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294174.1","LOC105834163","XP_036150067.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294175.1","LOC105827842","XP_036150068.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294176.1","LOC118647979","XP_036150069.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294177.1","LOC118647979","XP_036150070.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294178.1","LOC105828518","XP_036150071.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294179.1","LOC105836033","XP_036150072.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294180.1","LOC105836033","XP_036150073.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294181.1","LOC105836033","XP_036150074.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294182.1","LOC105836033","XP_036150075.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294190.1","LOC105832308","XP_036150083.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294212.1","LOC105835398","XP_036150105.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294219.1","LOC105835402","XP_036150112.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294225.1","LOC105835402","XP_036150118.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294231.1","LOC105835402","XP_036150124.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294234.1","LOC105835517","XP_036150127.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294238.1","LOC105835402","XP_036150131.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294244.1","LOC105835402","XP_036150137.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294249.1","LOC105835402","XP_036150142.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294255.1","LOC105835402","XP_036150148.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294262.1","LOC105835402","XP_036150155.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294265.1","LOC105832310","XP_036150158.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294280.1","LOC105835396","XP_036150173.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294286.1","LOC105835396","XP_036150179.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294289.1","LOC105835396","XP_036150182.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294295.1","LOC105835396","XP_036150188.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294302.1","LOC105835396","XP_036150195.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294309.1","LOC105835396","XP_036150202.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294316.1","LOC105835396","XP_036150209.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294321.1","LOC105835396","XP_036150214.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294326.1","LOC105835396","XP_036150219.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294331.1","LOC105835396","XP_036150224.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294340.1","LOC105835396","XP_036150233.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294347.1","LOC105835396","XP_036150240.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294358.1","LOC105828491","XP_036150251.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294361.1","LOC105833367","XP_036150254.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294364.1","LOC105828491","XP_036150257.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294393.1","LOC105835799","XP_036150286.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294422.1","LOC105840092","XP_036150315.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294428.1","LOC105840092","XP_036150321.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294434.1","LOC118648135","XP_036150327.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294435.1","LOC105840092","XP_036150328.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294437.1","LOC105840092","XP_036150330.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294463.1","LOC118648135","XP_036150356.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294470.1","LOC105840034","XP_036150363.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294474.1","LOC105840034","XP_036150367.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294479.1","LOC105840034","XP_036150372.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294485.1","LOC105840034","XP_036150378.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294495.1","LOC105840038","XP_036150388.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294510.1","LOC118648135","XP_036150403.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294521.1","LOC105839336","XP_036150414.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294527.1","LOC118648201","XP_036150420.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294549.1","LOC105833360","XP_036150442.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294552.1","LOC118648135","XP_036150445.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294553.1","LOC105833360","XP_036150446.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294557.1","LOC105833360","XP_036150450.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294560.1","LOC105833360","XP_036150453.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294571.1","LOC114255539","XP_036150464.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294577.1","LOC105840292","XP_036150470.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294597.1","LOC118648135","XP_036150490.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294614.1","LOC118648278","XP_036150507.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294628.1","LOC118648286","XP_036150521.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294633.1","LOC118648295","XP_036150526.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294639.1","LOC118648303","XP_036150532.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294647.1","LOC118648135","XP_036150540.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294650.1","LOC118648322","XP_036150543.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294653.1","LOC118648326","XP_036150546.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294658.1","LOC118648330","XP_036150551.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294660.1","LOC118648332","XP_036150553.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294668.1","LOC118648335","XP_036150561.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294676.1","LOC118648339","XP_036150569.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294710.1","LOC105838229","XP_036150603.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294711.1","LOC105840839","XP_036150604.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294767.1","LOC105829023","XP_036150660.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294810.1","LOC118648493","XP_036150703.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294815.1","LOC118648493","XP_036150708.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294825.1","LOC118648488","XP_036150718.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294863.1","LOC118648488","XP_036150756.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294900.1","LOC105834250","XP_036150793.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294910.1","LOC118648488","XP_036150803.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294912.1","LOC118648573","XP_036150805.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294939.1","LOC105833000","XP_036150832.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294997.1","LOC118644229","XP_036150890.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295002.1","LOC118644229","XP_036150895.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295011.1","LOC105832997","XP_036150904.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295019.1","LOC105840139","XP_036150912.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295021.1","LOC105836434","XP_036150914.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295028.1","LOC105832999","XP_036150921.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295036.1","LOC105832999","XP_036150929.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295041.1","LOC105832999","XP_036150934.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295049.1","LOC105832999","XP_036150942.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295061.1","LOC105832999","XP_036150954.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295071.1","LOC105840138","XP_036150964.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295099.1","LOC105834776","XP_036150992.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295138.1","LOC105836286","XP_036151031.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295164.1","LOC118648757","XP_036151057.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295180.1","LOC105836281","XP_036151073.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295196.1","LOC105840437","XP_036151089.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295204.1","LOC118648791","XP_036151097.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295209.1","LOC118648796","XP_036151102.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295222.1","LOC105841066","XP_036151115.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295250.1","LOC118648822","XP_036151143.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295262.1","LOC105829310","XP_036151155.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295284.1","LOC105834267","XP_036151177.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295315.1","LOC105838162","XP_036151208.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295316.1","LOC105838162","XP_036151209.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295317.1","LOC105838162","XP_036151210.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295318.1","LOC105836614","XP_036151211.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295319.1","LOC105833394","XP_036151212.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295320.1","LOC105838164","XP_036151213.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295321.1","LOC105838165","XP_036151214.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295322.1","LOC105838165","XP_036151215.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295323.1","LOC118648859","XP_036151216.1",NA,"protein"
"NC_050467.1","mRNA","XM_036295324.1","LOC105836807","XP_036151217.1",NA,"protein"
